Probe,Chromosome,Start,End,Probe Strand,Feature,ID,Description,Feature Strand,Type,Feature Orientation,Distance,SRR4190177.sorted.bam
Chr17:40896601-40897500,17,40896601,40897500,,null,,,,,Not found,0,6.409390926
Chr17:63589051-63589650,17,63589051,63589650,,DCAF7,ENSG00000136485.14,No description,+,Genegene,overlapping,0,6.409390926
Chr18:4120951-4121400,18,4120951,4121400,,DLGAP1,ENSG00000170579.16,No description,-,Genegene,overlapping,0,6.409390926
Chr18:5296051-5297100,18,5296051,5297100,,ZBTB14,ENSG00000198081.10,No description,-,Genegene,overlapping,0,6.409390926
Chr18:52363951-52364550,18,52363951,52364550,,DCC,ENSG00000187323.11,No description,+,Genegene,overlapping,0,6.409390926
Chr19:13019251-13019850,19,13019251,13019850,,NFIX,ENSG00000008441.16,No description,+,Genegene,overlapping,0,6.409390926
Chr19:29418451-29419050,19,29418451,29419050,,AC011474.1,ENSG00000264515.5,No description,-,Genegene,overlapping,0,6.409390926
Chr19:46366051-46366950,19,46366051,46366950,,PPP5C,ENSG00000011485.14,No description,+,Genegene,overlapping,0,6.409390926
Chr20:2749051-2749650,20,2749051,2749650,,EBF4,ENSG00000088881.20,No description,+,Genegene,overlapping,0,6.409390926
Chr20:42372601-42373350,20,42372601,42373350,,PTPRT,ENSG00000196090.12,No description,-,Genegene,overlapping,0,6.409390926
Chr21:38070601-38071650,21,38070601,38071650,,KCNJ6,ENSG00000157542.10,No description,-,Genegene,overlapping,0,6.409390926
Chr22:18577801-18578550,22,18577801,18578550,,PI4KAP1,ENSG00000274602.4,No description,-,Genegene,overlapping,0,6.409390926
Chr22:24199351-24200100,22,24199351,24200100,,null,,,,,Not found,0,6.409390926
Chr22:47134051-47134950,22,47134051,47134950,,TBC1D22A,ENSG00000054611.13,No description,+,Genegene,overlapping,0,6.409390926
ChrX:68161651-68162250,X,68161651,68162250,,OPHN1,ENSG00000079482.12,No description,-,Genegene,overlapping,0,6.409390926
ChrX:86085451-86086200,X,86085451,86086200,,STIP1P3,ENSG00000225536.2,No description,-,Genegene,overlapping,0,6.409390926
ChrY:13458001-13458900,Y,13458001,13458900,,UTY,ENSG00000183878.15,No description,-,Genegene,overlapping,0,6.409390926
Chr1:27648301-27649050,1,27648301,27649050,,AL031729.1,ENSG00000235912.1,No description,+,Genegene,downstream,369,6.392317295
Chr1:40839151-40839900,1,40839151,40839900,,KCNQ4,ENSG00000117013.15,No description,+,Genegene,overlapping,0,6.392317295
Chr1:164685601-164685900,1,164685601,164685900,,PBX1,ENSG00000185630.18,No description,+,Genegene,overlapping,0,6.392317295
Chr1:173793451-173794200,1,173793451,173794200,,RN7SKP160,ENSG00000200674.1,No description,+,Genegene,upstream,1564,6.392317295
Chr1:181074001-181074750,1,181074001,181074750,,null,,,,,Not found,0,6.392317295
Chr1:201580951-201581400,1,201580951,201581400,,RPS10P7,ENSG00000223396.4,No description,+,Genegene,overlapping,0,6.392317295
Chr1:221080051-221080950,1,221080051,221080950,,null,,,,,Not found,0,6.392317295
Chr1:229344151-229344750,1,229344151,229344750,,CCSAP,ENSG00000154429.10,No description,-,Genegene,downstream,857,6.392317295
Chr2:43069351-43069950,2,43069351,43069950,,null,,,,,Not found,0,6.392317295
Chr2:61698301-61699200,2,61698301,61699200,,null,,,,,Not found,0,6.392317295
Chr2:74699251-74699850,2,74699251,74699850,,null,,,,,Not found,0,6.392317295
Chr2:221142151-221142750,2,221142151,221142750,,null,,,,,Not found,0,6.392317295
Chr2:233404801-233405400,2,233404801,233405400,,DGKD,ENSG00000077044.10,No description,+,Genegene,overlapping,0,6.392317295
Chr2:239366851-239367300,2,239366851,239367300,,HDAC4,ENSG00000068024.16,No description,-,Genegene,overlapping,0,6.392317295
Chr3:18547201-18547950,3,18547201,18547950,,SATB1-AS1,ENSG00000228956.8,No description,+,Genegene,overlapping,0,6.392317295
Chr3:134391301-134392050,3,134391301,134392050,,null,,,,,Not found,0,6.392317295
Chr3:140996551-140997150,3,140996551,140997150,,null,,,,,Not found,0,6.392317295
Chr3:151022851-151023450,3,151022851,151023450,,CLRN1-AS1,ENSG00000239265.5,No description,+,Genegene,overlapping,0,6.392317295
Chr3:157502701-157503450,3,157502701,157503450,,VEPH1,ENSG00000197415.11,No description,-,Genegene,overlapping,0,6.392317295
Chr3:172546201-172546950,3,172546201,172546950,,null,,,,,Not found,0,6.392317295
Chr3:172933801-172934550,3,172933801,172934550,,SPATA16,ENSG00000144962.6,No description,-,Genegene,overlapping,0,6.392317295
Chr5:11145751-11146050,5,11145751,11146050,,CTNND2,ENSG00000169862.18,No description,-,Genegene,overlapping,0,6.392317295
Chr5:58140001-58140600,5,58140001,58140600,,null,,,,,Not found,0,6.392317295
Chr5:76550851-76551600,5,76550851,76551600,,IQGAP2,ENSG00000145703.15,No description,+,Genegene,overlapping,0,6.392317295
Chr5:94609501-94610100,5,94609501,94610100,,KIAA0825,ENSG00000185261.14,No description,-,Genegene,overlapping,0,6.392317295
Chr5:95997601-95998200,5,95997601,95998200,,AC104123.1,ENSG00000251314.2,No description,+,Genegene,overlapping,0,6.392317295
Chr5:133585201-133585950,5,133585201,133585950,,FSTL4,ENSG00000053108.16,No description,-,Genegene,overlapping,0,6.392317295
Chr5:163884751-163885350,5,163884751,163885350,,null,,,,,Not found,0,6.392317295
Chr6:14848051-14848500,6,14848051,14848500,,AL138720.1,ENSG00000234261.3,No description,-,Genegene,overlapping,0,6.392317295
Chr6:74580451-74581050,6,74580451,74581050,,AL357507.1,ENSG00000223786.1,No description,+,Genegene,overlapping,0,6.392317295
Chr6:109010401-109011150,6,109010401,109011150,,SESN1,ENSG00000080546.13,No description,-,Genegene,overlapping,0,6.392317295
Chr7:148787701-148788450,7,148787701,148788450,,CUL1,ENSG00000055130.15,No description,+,Genegene,overlapping,0,6.392317295
Chr8:19131301-19131600,8,19131301,19131600,,AC100849.1,ENSG00000253557.5,No description,-,Genegene,overlapping,0,6.392317295
Chr8:120238501-120239250,8,120238501,120239250,,COL14A1,ENSG00000187955.11,No description,+,Genegene,overlapping,0,6.392317295
Chr8:141057751-141058350,8,141057751,141058350,,AC100860.1,ENSG00000253266.1,No description,+,Genegene,overlapping,0,6.392317295
Chr8:143065351-143066250,8,143065351,143066250,,AC083982.1,ENSG00000243328.1,No description,-,Genegene,overlapping,0,6.392317295
Chr8:143086201-143086950,8,143086201,143086950,,null,,,,,Not found,0,6.392317295
Chr8:144630451-144630750,8,144630451,144630750,,null,,,,,Not found,0,6.392317295
Chr9:87748801-87749100,9,87748801,87749100,,null,,,,,Not found,0,6.392317295
Chr9:91741801-91742100,9,91741801,91742100,,ROR2,ENSG00000169071.14,No description,-,Genegene,overlapping,0,6.392317295
Chr10:26986351-26987100,10,26986351,26987100,,null,,,,,Not found,0,6.392317295
Chr10:61666201-61666950,10,61666201,61666950,,CABCOCO1,ENSG00000183346.7,No description,+,Genegene,overlapping,0,6.392317295
Chr10:121356301-121356750,10,121356301,121356750,,null,,,,,Not found,0,6.392317295
Chr11:72852451-72853200,11,72852451,72853200,,FCHSD2,ENSG00000137478.14,No description,-,Genegene,overlapping,0,6.392317295
Chr11:75083251-75083850,11,75083251,75083850,,AP003175.1,ENSG00000284722.2,No description,-,Genegene,overlapping,0,6.392317295
Chr11:91658851-91659300,11,91658851,91659300,,null,,,,,Not found,0,6.392317295
Chr12:84249451-84249750,12,84249451,84249750,,AC090679.1,ENSG00000257729.2,No description,+,Genegene,overlapping,0,6.392317295
Chr12:113547151-113547750,12,113547151,113547750,,null,,,,,Not found,0,6.392317295
Chr14:24664501-24665100,14,24664501,24665100,,null,,,,,Not found,0,6.392317295
Chr14:86464801-86465250,14,86464801,86465250,,null,,,,,Not found,0,6.392317295
Chr14:102710251-102710550,14,102710251,102710550,,RCOR1,ENSG00000089902.9,No description,+,Genegene,overlapping,0,6.392317295
Chr15:66124951-66125550,15,66124951,66125550,,MEGF11,ENSG00000157890.17,No description,-,Genegene,overlapping,0,6.392317295
Chr16:922351-923100,16,922351,923100,,LMF1,ENSG00000103227.18,No description,-,Genegene,overlapping,0,6.392317295
Chr16:14395951-14397000,16,14395951,14397000,,null,,,,,Not found,0,6.392317295
Chr17:9822451-9823350,17,9822451,9823350,,GLP2R,ENSG00000065325.12,No description,+,Genegene,overlapping,0,6.392317295
Chr17:17817151-17817750,17,17817151,17817750,,SREBF1,ENSG00000072310.16,No description,-,Genegene,overlapping,0,6.392317295
Chr19:9545701-9546450,19,9545701,9546450,,null,,,,,Not found,0,6.392317295
Chr19:14640301-14640900,19,14640301,14640900,,ADGRE3,ENSG00000131355.14,No description,-,Genegene,overlapping,0,6.392317295
Chr19:17416051-17416800,19,17416051,17416800,,BISPR,ENSG00000282851.2,No description,+,Genegene,overlapping,0,6.392317295
Chr19:41557951-41558550,19,41557951,41558550,,CEACAM21,ENSG00000007129.17,No description,+,Genegene,overlapping,0,6.392317295
Chr20:37669651-37670100,20,37669651,37670100,,null,,,,,Not found,0,6.392317295
Chr20:62338651-62339400,20,62338651,62339400,,LAMA5,ENSG00000130702.15,No description,-,Genegene,overlapping,0,6.392317295
Chr20:62525551-62526600,20,62525551,62526600,,null,,,,,Not found,0,6.392317295
ChrX:13012351-13013100,X,13012351,13013100,,null,,,,,Not found,0,6.392317295
ChrX:86664301-86664900,X,86664301,86664900,,DACH2,ENSG00000126733.20,No description,+,Genegene,overlapping,0,6.392317295
ChrX:149736751-149737500,X,149736751,149737500,,null,,,,,Not found,0,6.392317295
Chr1:25096051-25096800,1,25096051,25096800,,AL050344.1,ENSG00000233755.1,No description,-,Genegene,overlapping,0,6.375039101
Chr1:89989651-89990550,1,89989651,89990550,,RN7SKP272,ENSG00000252797.1,No description,-,Genegene,downstream,1707,6.375039101
Chr1:109940101-109941000,1,109940101,109941000,,null,,,,,Not found,0,6.375039101
Chr1:120357151-120357900,1,120357151,120357900,,null,,,,,Not found,0,6.375039101
Chr1:160421551-160422150,1,160421551,160422150,,VANGL2,ENSG00000162738.5,No description,+,Genegene,overlapping,0,6.375039101
Chr1:179846251-179847000,1,179846251,179847000,,TOR1AIP2,ENSG00000169905.12,No description,-,Genegene,overlapping,0,6.375039101
Chr1:235061551-235062300,1,235061551,235062300,,null,,,,,Not found,0,6.375039101
Chr2:20967901-20968500,2,20967901,20968500,,null,,,,,Not found,0,6.375039101
Chr2:57853951-57854700,2,57853951,57854700,,null,,,,,Not found,0,6.375039101
Chr2:65543401-65544150,2,65543401,65544150,,AC007389.1,ENSG00000204929.12,No description,+,Genegene,overlapping,0,6.375039101
Chr2:85805251-85806000,2,85805251,85806000,,null,,,,,Not found,0,6.375039101
Chr2:119612851-119613750,2,119612851,119613750,,CFAP221,ENSG00000163075.12,No description,+,Genegene,overlapping,0,6.375039101
Chr2:133014301-133015050,2,133014301,133015050,,NCKAP5,ENSG00000176771.16,No description,-,Genegene,overlapping,0,6.375039101
Chr2:168235951-168236550,2,168235951,168236550,,STK39,ENSG00000198648.10,No description,-,Genegene,overlapping,0,6.375039101
Chr2:191745301-191746500,2,191745301,191746500,,null,,,,,Not found,0,6.375039101
Chr2:208712401-208713000,2,208712401,208713000,,PTH2R,ENSG00000144407.9,No description,+,Genegene,overlapping,0,6.375039101
Chr3:19024201-19024950,3,19024201,19024950,,null,,,,,Not found,0,6.375039101
Chr3:129067501-129068100,3,129067501,129068100,,null,,,,,Not found,0,6.375039101
Chr4:18022951-18023700,4,18022951,18023700,,LCORL,ENSG00000178177.15,No description,-,Genegene,downstream,1075,6.375039101
Chr4:23803801-23804400,4,23803801,23804400,,PPARGC1A,ENSG00000109819.8,No description,-,Genegene,overlapping,0,6.375039101
Chr4:25528501-25529100,4,25528501,25529100,,null,,,,,Not found,0,6.375039101
Chr4:35883601-35883900,4,35883601,35883900,,null,,,,,Not found,0,6.375039101
Chr4:80773201-80773950,4,80773201,80773950,,CFAP299,ENSG00000197826.11,No description,+,Genegene,overlapping,0,6.375039101
Chr4:108745501-108746250,4,108745501,108746250,,ETNPPL,ENSG00000164089.8,No description,-,Genegene,overlapping,0,6.375039101
Chr4:145713151-145713750,4,145713151,145713750,,C4orf51,ENSG00000237136.7,No description,+,Genegene,overlapping,0,6.375039101
Chr4:166504351-166504950,4,166504351,166504950,,AC097487.1,ENSG00000249675.1,No description,-,Genegene,overlapping,0,6.375039101
Chr5:3846451-3847050,5,3846451,3847050,,null,,,,,Not found,0,6.375039101
Chr5:21491101-21491850,5,21491101,21491850,,GUSBP1,ENSG00000183666.16,No description,+,Genegene,overlapping,0,6.375039101
Chr5:141595351-141596100,5,141595351,141596100,,DIAPH1,ENSG00000131504.16,No description,-,Genegene,overlapping,0,6.375039101
Chr5:169371601-169372050,5,169371601,169372050,,null,,,,,Not found,0,6.375039101
Chr6:40315051-40315800,6,40315051,40315800,,null,,,,,Not found,0,6.375039101
Chr7:16460701-16461600,7,16460701,16461600,,SOSTDC1,ENSG00000171243.7,No description,-,Genegene,overlapping,0,6.375039101
Chr7:44581501-44582400,7,44581501,44582400,,TMED4,ENSG00000158604.14,No description,-,Genegene,overlapping,0,6.375039101
Chr7:83081551-83082300,7,83081551,83082300,,PCLO,ENSG00000186472.19,No description,-,Genegene,overlapping,0,6.375039101
Chr7:99725401-99726000,7,99725401,99726000,,CYP3A7,ENSG00000160870.13,No description,-,Genegene,overlapping,0,6.375039101
Chr7:131192701-131193450,7,131192701,131193450,,MKLN1,ENSG00000128585.17,No description,+,Genegene,overlapping,0,6.375039101
Chr7:148822801-148823850,7,148822801,148823850,,EZH2,ENSG00000106462.10,No description,-,Genegene,overlapping,0,6.375039101
Chr8:29133001-29133750,8,29133001,29133750,,KIF13B,ENSG00000197892.12,No description,-,Genegene,overlapping,0,6.375039101
Chr9:7146901-7147650,9,7146901,7147650,,KDM4C,ENSG00000107077.18,No description,+,Genegene,overlapping,0,6.375039101
Chr9:33024751-33025650,9,33024751,33025650,,APTX,ENSG00000137074.18,No description,-,Genegene,overlapping,0,6.375039101
Chr9:131936701-131937450,9,131936701,131937450,,MED27,ENSG00000160563.13,No description,-,Genegene,overlapping,0,6.375039101
Chr9:135229651-135230400,9,135229651,135230400,,AL390778.1,ENSG00000227958.1,No description,-,Genegene,overlapping,0,6.375039101
Chr9:136645201-136645950,9,136645201,136645950,,null,,,,,Not found,0,6.375039101
Chr10:7571701-7572300,10,7571701,7572300,,ITIH5,ENSG00000123243.14,No description,-,Genegene,overlapping,0,6.375039101
Chr10:104167951-104168550,10,104167951,104168550,,CFAP43,ENSG00000197748.12,No description,-,Genegene,overlapping,0,6.375039101
Chr11:7593151-7593900,11,7593151,7593900,,PPFIBP2,ENSG00000166387.12,No description,+,Genegene,overlapping,0,6.375039101
Chr11:60099751-60100500,11,60099751,60100500,,MS4A2,ENSG00000149534.8,No description,+,Genegene,upstream,1285,6.375039101
Chr11:80116051-80116650,11,80116051,80116650,,null,,,,,Not found,0,6.375039101
Chr11:88442101-88442850,11,88442101,88442850,,null,,,,,Not found,0,6.375039101
Chr12:58926451-58927200,12,58926451,58927200,,AC068305.2,ENSG00000257443.1,No description,+,Genegene,overlapping,0,6.375039101
Chr12:67092151-67092900,12,67092151,67092900,,AC073530.1,ENSG00000257083.5,No description,-,Genegene,overlapping,0,6.375039101
Chr12:104323951-104324700,12,104323951,104324700,,TXNRD1,ENSG00000198431.15,No description,+,Genegene,overlapping,0,6.375039101
Chr13:19698451-19699350,13,19698451,19699350,,PSPC1,ENSG00000121390.18,No description,-,Genegene,overlapping,0,6.375039101
Chr13:33680101-33680700,13,33680101,33680700,,null,,,,,Not found,0,6.375039101
Chr13:47848351-47848950,13,47848351,47848950,,SUCLA2,ENSG00000136143.15,No description,-,Genegene,overlapping,0,6.375039101
Chr13:51375301-51375900,13,51375301,51375900,,INTS6,ENSG00000102786.14,No description,-,Genegene,overlapping,0,6.375039101
Chr14:69282751-69283800,14,69282751,69283800,,GALNT16,ENSG00000100626.16,No description,+,Genegene,overlapping,0,6.375039101
Chr14:71374351-71375250,14,71374351,71375250,,SIPA1L1,ENSG00000197555.9,No description,+,Genegene,overlapping,0,6.375039101
Chr14:80973151-80973600,14,80973151,80973600,,TSHR,ENSG00000165409.17,No description,+,Genegene,overlapping,0,6.375039101
Chr15:27968551-27969000,15,27968551,27969000,,OCA2,ENSG00000104044.15,No description,-,Genegene,overlapping,0,6.375039101
Chr15:42873301-42874050,15,42873301,42874050,,TTBK2,ENSG00000128881.16,No description,-,Genegene,overlapping,0,6.375039101
Chr15:76195651-76196700,15,76195651,76196700,,TMEM266,ENSG00000169758.12,No description,+,Genegene,overlapping,0,6.375039101
Chr15:80690851-80691450,15,80690851,80691450,,ABHD17C,ENSG00000136379.11,No description,+,Genegene,overlapping,0,6.375039101
Chr15:89447701-89448450,15,89447701,89448450,,null,,,,,Not found,0,6.375039101
Chr16:7878001-7878600,16,7878001,7878600,,null,,,,,Not found,0,6.375039101
Chr17:19306201-19306800,17,19306201,19306800,,EPN2,ENSG00000072134.15,No description,+,Genegene,overlapping,0,6.375039101
Chr17:66243901-66244650,17,66243901,66244650,,APOH,ENSG00000091583.10,No description,-,Genegene,overlapping,0,6.375039101
Chr18:34332901-34333350,18,34332901,34333350,,null,,,,,Not found,0,6.375039101
Chr18:60372601-60373350,18,60372601,60373350,,AC091576.1,ENSG00000285681.1,No description,+,Genegene,overlapping,0,6.375039101
Chr20:16894951-16895400,20,16894951,16895400,,null,,,,,Not found,0,6.375039101
Chr20:23947201-23947650,20,23947201,23947650,,null,,,,,Not found,0,6.375039101
Chr20:42478201-42478800,20,42478201,42478800,,PTPRT,ENSG00000196090.12,No description,-,Genegene,overlapping,0,6.375039101
Chr20:47898451-47899050,20,47898451,47899050,,null,,,,,Not found,0,6.375039101
Chr20:55116151-55116750,20,55116151,55116750,,null,,,,,Not found,0,6.375039101
Chr22:43507051-43507800,22,43507051,43507800,,MPPED1,ENSG00000186732.13,No description,+,Genegene,overlapping,0,6.375039101
Chr22:43649851-43650750,22,43649851,43650750,,EFCAB6,ENSG00000186976.14,No description,-,Genegene,overlapping,0,6.375039101
Chr22:46299151-46299900,22,46299151,46299900,,GTSE1,ENSG00000075218.18,No description,+,Genegene,overlapping,0,6.375039101
ChrX:13119751-13120350,X,13119751,13120350,,null,,,,,Not found,0,6.375039101
ChrX:49094701-49095150,X,49094701,49095150,,WDR45,ENSG00000196998.17,No description,-,Genegene,overlapping,0,6.375039101
ChrX:107011351-107011800,X,107011351,107011800,,null,,,,,Not found,0,6.375039101
Chr1:43779301-43779600,1,43779301,43779600,,AL451062.3,ENSG00000284989.1,No description,+,Genegene,overlapping,0,6.357552052
Chr1:91966051-91966800,1,91966051,91966800,,BRDT,ENSG00000137948.18,No description,+,Genegene,overlapping,0,6.357552052
Chr1:111746251-111747000,1,111746251,111747000,,AL049557.1,ENSG00000284755.1,No description,-,Genegene,overlapping,0,6.357552052
Chr1:119859301-119859600,1,119859301,119859600,,null,,,,,Not found,0,6.357552052
Chr1:192368101-192368700,1,192368101,192368700,,AL390957.1,ENSG00000285280.1,No description,-,Genegene,overlapping,0,6.357552052
Chr1:192777301-192778050,1,192777301,192778050,,AL390957.1,ENSG00000285280.1,No description,-,Genegene,overlapping,0,6.357552052
Chr1:202935601-202936500,1,202935601,202936500,,null,,,,,Not found,0,6.357552052
Chr1:203166451-203167200,1,203166451,203167200,,ADORA1,ENSG00000163485.16,No description,+,Genegene,overlapping,0,6.357552052
Chr1:209999251-210000150,1,209999251,210000150,,SYT14,ENSG00000143469.18,No description,+,Genegene,overlapping,0,6.357552052
Chr1:225937801-225938250,1,225937801,225938250,,LEFTY2,ENSG00000143768.12,No description,-,Genegene,overlapping,0,6.357552052
Chr2:51138151-51138600,2,51138151,51138600,,NRXN1,ENSG00000179915.22,No description,-,Genegene,overlapping,0,6.357552052
Chr2:85541551-85542300,2,85541551,85542300,,MAT2A,ENSG00000168906.12,No description,+,Genegene,overlapping,0,6.357552052
Chr2:98552551-98553300,2,98552551,98553300,,INPP4A,ENSG00000040933.15,No description,+,Genegene,overlapping,0,6.357552052
Chr2:183943201-183943800,2,183943201,183943800,,AC093639.1,ENSG00000234172.1,No description,+,Genegene,overlapping,0,6.357552052
Chr2:204680851-204681150,2,204680851,204681150,,PARD3B,ENSG00000116117.17,No description,+,Genegene,overlapping,0,6.357552052
Chr2:231914851-231915600,2,231914851,231915600,,null,,,,,Not found,0,6.357552052
Chr3:13555501-13556250,3,13555501,13556250,,FBLN2,ENSG00000163520.13,No description,+,Genegene,overlapping,0,6.357552052
Chr3:131748001-131748600,3,131748001,131748600,,CPNE4,ENSG00000196353.11,No description,-,Genegene,overlapping,0,6.357552052
Chr3:194185201-194185500,3,194185201,194185500,,null,,,,,Not found,0,6.357552052
Chr4:1872001-1872750,4,1872001,1872750,,NSD2,ENSG00000109685.17,No description,+,Genegene,overlapping,0,6.357552052
Chr4:148208401-148209150,4,148208401,148209150,,NR3C2,ENSG00000151623.14,No description,-,Genegene,overlapping,0,6.357552052
Chr4:159439351-159439800,4,159439351,159439800,,null,,,,,Not found,0,6.357552052
Chr5:41883901-41884650,5,41883901,41884650,,null,,,,,Not found,0,6.357552052
Chr5:72549151-72549750,5,72549151,72549750,,null,,,,,Not found,0,6.357552052
Chr5:149973601-149973900,5,149973601,149973900,,SLC26A2,ENSG00000155850.7,No description,+,Genegene,overlapping,0,6.357552052
Chr5:178126801-178127400,5,178126801,178127400,,N4BP3,ENSG00000145911.5,No description,+,Genegene,upstream,714,6.357552052
Chr6:9729001-9729300,6,9729001,9729300,,OFCC1,ENSG00000181355.21,No description,-,Genegene,overlapping,0,6.357552052
Chr6:19121701-19122300,6,19121701,19122300,,null,,,,,Not found,0,6.357552052
Chr6:22141201-22141950,6,22141201,22141950,,CASC15,ENSG00000272168.6,No description,+,Genegene,overlapping,0,6.357552052
Chr6:109415851-109416750,6,109415851,109416750,,PPIL6,ENSG00000185250.15,No description,-,Genegene,overlapping,0,6.357552052
Chr7:151530001-151530750,7,151530001,151530750,,null,,,,,Not found,0,6.357552052
Chr8:54145951-54146250,8,54145951,54146250,,MRPL15,ENSG00000137547.8,No description,+,Genegene,overlapping,0,6.357552052
Chr8:132916501-132917250,8,132916501,132917250,,TG,ENSG00000042832.11,No description,+,Genegene,overlapping,0,6.357552052
Chr9:91758301-91758900,9,91758301,91758900,,ROR2,ENSG00000169071.14,No description,-,Genegene,overlapping,0,6.357552052
Chr9:103114651-103115550,9,103114651,103115550,,null,,,,,Not found,0,6.357552052
Chr9:115983601-115984050,9,115983601,115984050,,null,,,,,Not found,0,6.357552052
Chr9:128769751-128770350,9,128769751,128770350,,ZER1,ENSG00000160445.10,No description,-,Genegene,overlapping,0,6.357552052
Chr9:128799601-128799900,9,128799601,128799900,,TBC1D13,ENSG00000107021.15,No description,+,Genegene,overlapping,0,6.357552052
Chr10:10562551-10562850,10,10562551,10562850,,null,,,,,Not found,0,6.357552052
Chr10:103948351-103948950,10,103948351,103948950,,null,,,,,Not found,0,6.357552052
Chr10:107898901-107899200,10,107898901,107899200,,LINC01435,ENSG00000229981.7,No description,-,Genegene,overlapping,0,6.357552052
Chr11:7460701-7461000,11,7460701,7461000,,SYT9,ENSG00000170743.16,No description,+,Genegene,overlapping,0,6.357552052
Chr11:10499551-10500300,11,10499551,10500300,,AMPD3,ENSG00000133805.15,No description,+,Genegene,overlapping,0,6.357552052
Chr11:74257651-74258250,11,74257651,74258250,,P4HA3,ENSG00000149380.11,No description,-,Genegene,overlapping,0,6.357552052
Chr12:6094951-6095700,12,6094951,6095700,,VWF,ENSG00000110799.13,No description,-,Genegene,overlapping,0,6.357552052
Chr12:31881601-31882200,12,31881601,31882200,,LINC02422,ENSG00000255760.1,No description,-,Genegene,overlapping,0,6.357552052
Chr12:34073101-34073700,12,34073101,34073700,,null,,,,,Not found,0,6.357552052
Chr12:64018051-64018650,12,64018051,64018650,,SRGAP1,ENSG00000196935.8,No description,+,Genegene,overlapping,0,6.357552052
Chr12:101801251-101802000,12,101801251,101802000,,GNPTAB,ENSG00000111670.15,No description,-,Genegene,overlapping,0,6.357552052
Chr13:97932001-97932600,13,97932001,97932600,,null,,,,,Not found,0,6.357552052
Chr15:77809951-77810850,15,77809951,77810850,,LINGO1,ENSG00000169783.12,No description,-,Genegene,overlapping,0,6.357552052
Chr15:95605801-95606400,15,95605801,95606400,,null,,,,,Not found,0,6.357552052
Chr16:9853501-9853800,16,9853501,9853800,,GRIN2A,ENSG00000183454.16,No description,-,Genegene,overlapping,0,6.357552052
Chr16:34875751-34876500,16,34875751,34876500,,null,,,,,Not found,0,6.357552052
Chr16:83878651-83879100,16,83878651,83879100,,null,,,,,Not found,0,6.357552052
Chr17:53827951-53828850,17,53827951,53828850,,AC034268.2,ENSG00000285939.1,No description,-,Genegene,overlapping,0,6.357552052
Chr17:67603201-67603950,17,67603201,67603950,,PITPNC1,ENSG00000154217.14,No description,+,Genegene,overlapping,0,6.357552052
Chr19:36134101-36134850,19,36134101,36134850,,null,,,,,Not found,0,6.357552052
Chr19:45958801-45959700,19,45958801,45959700,,NOVA2,ENSG00000104967.6,No description,-,Genegene,overlapping,0,6.357552052
Chr22:47434201-47434800,22,47434201,47434800,,null,,,,,Not found,0,6.357552052
ChrUn_gl000219:110701-111150,Un_gl000219,110701,111150,,null,,,,,Not found,0,6.357552052
ChrX:12360451-12361050,X,12360451,12361050,,FRMPD4,ENSG00000169933.13,No description,+,Genegene,overlapping,0,6.357552052
Chr1:25323901-25324650,1,25323901,25324650,,RSRP1,ENSG00000117616.17,No description,-,Genegene,overlapping,0,6.339849949
Chr1:152339851-152340450,1,152339851,152340450,,FLG-AS1,ENSG00000237975.6,No description,+,Genegene,overlapping,0,6.339849949
Chr1:161509801-161510550,1,161509801,161510550,,FCGR2A,ENSG00000143226.13,No description,+,Genegene,overlapping,0,6.339849949
Chr1:183839101-183839850,1,183839101,183839850,,RGL1,ENSG00000143344.15,No description,+,Genegene,overlapping,0,6.339849949
Chr1:227953651-227954250,1,227953651,227954250,,null,,,,,Not found,0,6.339849949
Chr2:12857101-12857850,2,12857101,12857850,,null,,,,,Not found,0,6.339849949
Chr2:46060351-46060950,2,46060351,46060950,,PRKCE,ENSG00000171132.13,No description,+,Genegene,overlapping,0,6.339849949
Chr2:87833401-87833850,2,87833401,87833850,,null,,,,,Not found,0,6.339849949
Chr2:97202551-97203300,2,97202551,97203300,,ANKRD36,ENSG00000135976.18,No description,+,Genegene,overlapping,0,6.339849949
Chr2:101663401-101663850,2,101663401,101663850,,null,,,,,Not found,0,6.339849949
Chr2:117642451-117643050,2,117642451,117643050,,null,,,,,Not found,0,6.339849949
Chr2:156472951-156473400,2,156472951,156473400,,GPD2,ENSG00000115159.15,No description,+,Genegene,overlapping,0,6.339849949
Chr2:156702451-156703200,2,156702451,156703200,,null,,,,,Not found,0,6.339849949
Chr2:168574951-168575550,2,168574951,168575550,,CERS6,ENSG00000172292.14,No description,+,Genegene,overlapping,0,6.339849949
Chr2:186337351-186338100,2,186337351,186338100,,null,,,,,Not found,0,6.339849949
Chr2:215707351-215707650,2,215707351,215707650,,AC012668.3,ENSG00000237525.6,No description,+,Genegene,overlapping,0,6.339849949
Chr2:223707151-223707750,2,223707151,223707750,,AC012512.1,ENSG00000226539.1,No description,+,Genegene,upstream,1813,6.339849949
Chr2:240628501-240629700,2,240628501,240629700,,GPR35,ENSG00000178623.11,No description,+,Genegene,overlapping,0,6.339849949
Chr3:24000751-24001200,3,24000751,24001200,,null,,,,,Not found,0,6.339849949
Chr3:25306951-25307400,3,25306951,25307400,,RARB,ENSG00000077092.18,No description,+,Genegene,overlapping,0,6.339849949
